article_link,headline,is_sarcastic
https://chaser.com.au/page/51/?s,,1
https://chaser.com.au/page/49/?s,,1
https://chaser.com.au/podcasts/the-chaser-report-ep-50-ish-special-50th-episode/,"
The Chaser Report – Ep 50 (ish) – Special 50th Episode ",1
https://chaser.com.au/general-news/popular-new-tiktok-trend-has-adf-soldiers-lip-syncing-their-favourite-war-crimes/,"
Popular new TikTok trend has Aussie soldiers lip syncing their favourite war crimes ",1
https://chaser.com.au/sport/brisbane-gets-afl-grand-final-australians-in-recession-victorians-in-depression/,"
Brisbane gets AFL grand final; Australians in recession, Victorians in depression  ",1
https://chaser.com.au/national/frydenberg-confirms-australia-in-recession-daniel-andrews-to-blame/,"
Frydenberg confirms Australia in recession, Daniel Andrews to blame ",1
https://chaser.com.au/world/kim-jong-un-suspiciously-in-a-coma-while-masked-singer-is-off-for-medical-reasons/,"
Kim Jong-Un ‘suspiciously’ in a coma while Masked Singer is off for ‘medical reasons’ ",1
https://chaser.com.au/entertainment/australians-to-be-killed-and-turned-into-hamilton-tickets-admits-treasurer/,"
Australians to be killed and turned into ‘Hamilton’ tickets, admits Treasurer ",1
https://chaser.com.au/national/scomo-defends-airport-overspending-saying-he-paid-mates-rates/,"
Morrison defends airport overspending saying he “paid mates rates” ",1
https://chaser.com.au/national/dan-andrews-annexes-poland/,"
Dan Andrews annexes Poland ",1
https://chaser.com.au/national/scott-morrison-dies-after-trying-to-show-off-lump-of-gas-in-parliament/,"
Scott Morrison dies after trying to show off lump of gas in parliament ",1
https://chaser.com.au/national/miranda-devine-hires-youtuber-to-help-her-fake-a-sincere-apology/,"
Miranda Devine hires Youtuber to help her fake a sincere apology ",1
https://chaser.com.au/page/54/?s,,1
https://chaser.com.au/world/new-fan-theory-suggests-jk-rowling-is-the-real-villain-of-harry-potter/,"
New fan theory suggests JK Rowling is the real villain of Harry Potter ",1
https://chaser.com.au/general-news/angus-taylor-worried-his-lobbying-for-gas-might-upset-his-mates-over-at-the-coal-lobby/,"
Angus Taylor worried his lobbying for gas might upset his mates over at the coal lobby ",1
https://chaser.com.au/page/55/?s,,1
https://chaser.com.au/page/53/?s,,1
https://chaser.com.au/general-news/private-school-boys-expelled-after-being-caught-not-minimising-tax/,"
Private school boys expelled after being caught not minimising tax ",1
https://chaser.com.au/podcasts/the-chaser-report-ep-24-charless-85th-birthday-special/,"
The Chaser Report – Ep 24 – Charles’s 85th Birthday Special ",1
https://chaser.com.au/page/53/?s,,1
https://chaser.com.au/page/51/?s,,1
https://chaser.com.au/world/scott-morrison-pledges-help-for-california-bushfires-by-volunteering-to-fly-to-hawaii/,"
Scott Morrison pledges help for California bushfires by volunteering to fly to Hawaii ",1
https://chaser.com.au/general-news/policeman-makes-sure-to-turn-off-bodycam-before-behaving-reasonably/,"
Policeman makes sure to turn off bodycam before behaving reasonably ",1
https://chaser.com.au/national/facebook-to-avoid-paying-for-news-by-browsing-in-incognito-mode/,"
Facebook to avoid paying for news by just browsing in incognito mode ",1
https://chaser.com.au/general-news/party-that-called-for-closed-borders-at-last-30-elections-demands-borders-be-reopened-immediately/,"
Party that called for closed borders at last 30 elections demands borders be reopened immediately ",1
https://chaser.com.au/national/scott-morrison-claims-he-is-handy-with-tools-citing-years-of-experience-with-tony-abbott/,"
Scott Morrison claims he is “handy with tools”, citing years of experience with Tony Abbott ",1
https://chaser.com.au/national/abbott-shocked-to-learn-a-woman-queen-elizabeth-ii-will-be-his-new-boss/,"
Abbott shocked to learn a woman, Queen Elizabeth II, will be his new boss ",1
https://chaser.com.au/national/abbott-denies-making-himself-minister-for-women-was-misogynistic-i-did-more-for-women-than-they-could-ever-do/,"
Abbott denies making himself Minister for Women was misogynistic: ‘I did more for women than they could ever do’ ",1
https://chaser.com.au/page/57/?s,,1
https://chaser.com.au/page/55/?s,,1
https://chaser.com.au/world/fears-everyone-at-smash-mouth-concert-may-have-covid-after-exhibiting-severe-lack-of-taste/,"
Fears everyone at Smash Mouth concert may have COVID after exhibiting severe lack of taste ",1
https://chaser.com.au/general-news/chris-kenny-fires-writer-after-pitching-an-idea-that-isnt-batshit/,"
Chris Kenny fires writer after pitching an idea that isn’t batshit ",1
https://chaser.com.au/podcasts/the-chaser-report-ep-20-mein-trumpf/,"
The Chaser Report – Ep 20 – Mein Trumpf ",1
https://chaser.com.au/national/masked-singer-contact-tracers-hit-brick-wall-after-failing-to-guess-who-the-kitten-is/,"
Masked Singer contact tracers hit brick wall after failing to guess who the kitten is ",1
https://chaser.com.au/national/george-pell-caught-having-sex-with-new-vaccine/,"
George Pell caught having sex with new vaccine ",1
https://chaser.com.au/general-news/if-we-defund-police-who-will-you-call-to-take-your-details-and-then-not-solve-the-crime-asks-police-union/,"
“If we defund police, who will you call to take your details and then not solve the crime?” asks police union ",1
https://chaser.com.au/national/albanese-pledges-bi-partisan-support-for-liberal-party-branch-stacking/,"
Albanese pledges bi-partisan support for Liberal Party branch-stacking ",1
https://chaser.com.au/national/wont-somebody-think-of-the-children-ask-institutions-that-covered-up-decades-of-child-abuse/,"
“Won’t somebody think of the children!” ask institutions that covered up decades of child abuse ",1
https://chaser.com.au/page/59/?s,,1
https://chaser.com.au/page/57/?s,,1
https://chaser.com.au/national/berejiklian-stands-firm-on-decision-to-constantly-change-her-mind/,"
Berejiklian stands firm on decision to constantly change her mind ",1
https://chaser.com.au/sport/us-army-esports-team-disappointed-the-war-crimes-in-video-game-arent-as-good-as-real-thing/,"
US Army eSports team disappointed the war crimes in video game “aren’t as good as real thing” ",1
https://chaser.com.au/national/clive-palmer-sues-clive-palmer-for-defamation-after-making-him-look-like-an-idiot/,"
Clive Palmer sues Clive Palmer for defamation after making him look like an idiot ",1
https://chaser.com.au/general-news/volunteer-to-become-australia-post-executives/,"
Thousands volunteer to become Australia Post executives to help clear backlog of bonuses ",1
https://chaser.com.au/national/daily-mail-unaffected-by-facebook-ban-on-original-news-reporting/,"
Daily Mail unaffected by Facebook ban on original news reporting ",1
https://chaser.com.au/page/58/?s,,1
https://chaser.com.au/page/56/?s,,1
https://chaser.com.au/general-news/kim-jong-uns-browser-history-erased-for-fifth-time-this-year/,"
Kim Jong-un’s browser history erased for fifth time this year ",1
https://chaser.com.au/national/shock-that-victorian-liberal-party-is-worth-stacking/,"
Shock that the Victorian Liberal Party is worth stacking ",1
https://chaser.com.au/national/daniel-andrews-to-win-over-news-corp-by-taking-3-week-holiday-in-hawaii/,"
Daniel Andrews to win over News Corp by taking 3 week holiday in Hawaii ",1
https://chaser.com.au/world/obama-obliterates-trump-in-much-the-same-way-he-did-afghan-farmers/,"
Obama obliterates Trump, in much the same way he did innocent Afghan farmers ",1
https://chaser.com.au/page/52/?s,,1
https://chaser.com.au/national/sydney-still-somehow-hosting-less-nightlife-than-melbourne/,"
Sydney still somehow hosting less nightlife than Melbourne ",1
https://chaser.com.au/national/nine-deny-lack-of-diversity-pointing-out-that-time-they-had-a-ranga-on-today/,"
Nine deny lack of diversity, pointing out that time they had a ranga on Today ",1
https://chaser.com.au/national/news-corp-demands-dan-andrews-end-lockdown-so-they-can-go-back-to-complaining-he-isnt-doing-enough/,"
News Corp demands Dan Andrews end lockdown so they can go back to complaining he isn’t doing enough ",1
https://chaser.com.au/national/team-of-sydneysiders-deployed-to-melbourne-to-help-them-live-in-city-with-no-nightlife/,"
Team of Sydneysiders deployed to Melbourne to help them live in city with no nightlife ",1
https://chaser.com.au/general-news/peter-dutton-demands-victorian-border-be-opened-to-french-au-pairs/,"
Peter Dutton demands Victorian border be opened to French au pairs ",1
https://chaser.com.au/page/56/?s,,1
https://chaser.com.au/page/54/?s,,1
https://chaser.com.au/podcasts/the-chaser-report-ep-19-the-flight-to-planet-b/,"
The Chaser Report – Ep 19 – The Flight to Planet B ",1
https://chaser.com.au/world/russian-opposition-leader-alexei-navalny-first-to-try-russian-covid-19-vaccine/,"
Russian Opposition Leader Alexei Navalny first to try Russian Covid-19 vaccine ",1
https://chaser.com.au/general-news/pauline-hanson-demands-more-locally-acquired-cases/,"
Pauline Hanson demands more locally acquired cases  ",1
https://chaser.com.au/national/liberal-party-rushes-out-commemorative-25-million-australians-vaccinated-mug/,"
Liberal Party rushes out commemorative ‘25 million Australians vaccinated’ mug ",1
https://chaser.com.au/general-news/karl-stefanovic-sacked-by-nine-following-revelation-that-hes-not-anglo/,"
Karl Stefanovic sacked by Nine following revelation that he’s not anglo ",1
https://chaser.com.au/page/60/?s,,1
https://chaser.com.au/page/58/?s,,1
https://chaser.com.au/national/nine-to-increase-diversity-by-having-karl-stefanovic-host-every-show/,"
Nine to increase diversity by having Karl Stefanovic host every show ",1
https://chaser.com.au/world/man-that-has-always-called-kids-too-soft-now-throwing-tantrum-about-wearing-a-bit-of-cloth/,"
Man that has always called kids too soft now throwing tantrum about wearing a bit of cloth ",1
https://chaser.com.au/national/western-australia-polishes-up-ceremonial-guillotine-to-celebrate-arrival-of-clive-palmer/,"
Western Australia polishes up ceremonial guillotine to celebrate arrival of Clive Palmer ",1
https://chaser.com.au/world/us-bans-chinese-social-media-app-for-acting-too-much-like-an-american-social-media-app/,"
US bans Chinese social media app for acting too much like an American social media app ",1
https://chaser.com.au/world/james-murdoch-resigns-to-spend-less-time-with-family/,"
James Murdoch resigns to spend less time with family ",1
https://chaser.com.au/national/is-victoria-bitter-no-its-tooheys-new-says-pm/,"
Is Victoria bitter? ‘No it’s Tooheys New,’ says PM ",1
https://chaser.com.au/world/fears-harris-candidacy-a-trojan-horse-that-may-allow-a-non-rapist-to-end-up-as-president/,"
Fears Harris candidacy a ‘trojan horse’ that may allow a non-rapist to end up as President ",1
https://chaser.com.au/national/police-launch-investigation-to-discover-who-victorian-opposition-leader-is/,"
Police launch investigation to discover who Victorian Opposition Leader is ",1
https://chaser.com.au/podcasts/the-chaser-report-ep-16-karendemic-alert/,"
The Chaser Report – Ep 16 – Karendemic Alert ",1
https://chaser.com.au/national/melbourne-mans-mood-entirely-determined-by-daily-infection-rate-number/,"
Melbourne man’s mood entirely determined by daily infection rate number ",1
https://chaser.com.au/national/why-the-government-fund-childcare-just-use-your-au-pairs-and-nannies-says-pm/,"
“Why should the government fund childcare? Just use your Au Pair!” says PM ",1
https://chaser.com.au/sport/aged-care-residents-form-afl-team-to-get-out-of-lockdown/,"
Aged care residents form AFL team to get out of lockdown ",1
https://chaser.com.au/page/63/?s,,1
https://chaser.com.au/page/61/?s,,1
https://chaser.com.au/general-news/new-app-connects-people-in-quarantine-with-sexy-security-guards-in-your-area/,"
New app connects people in quarantine with sexy security guards in your area ",1
https://chaser.com.au/podcasts/the-chaser-report-ep-13-yes-we-kanye/,"
The Chaser Report – Ep 13 – Yes We Kanye! ",1
https://chaser.com.au/world/we-all-need-to-check-our-privilege-says-actual-prince/,"
‘We all need to check our privilege’ says actual prince ",1
https://chaser.com.au/national/nsw-reports-outbreak-of-7-5-million-cases-of-being-a-smug-bastard-overnight/,"
NSW reports outbreak of 7.5 million cases of ‘being a smug bastard’ ",1
https://chaser.com.au/world/confused-trump-cant-decide-between-sexism-and-racism-as-best-way-to-attack-kamala-harris/,"
Confused Trump can’t decide between sexism and racism as best way to attack Kamala Harris ",1
https://chaser.com.au/national/george-w-bush-moves-to-distance-himself-from-ellen/,"
War criminal George W. Bush moves to distance himself from Ellen ",1
https://chaser.com.au/general-news/internet-explorer-now-only-used-to-download-better-browsers/,"
Internet Explorer now only used to download better browsers ",1
https://chaser.com.au/general-news/whole-of-australia-now-doing-20-second-hand-wash-in-just-5-seconds/,"
Whole of Australia now doing 20-second hand wash in just 5 seconds ",1
https://chaser.com.au/national/news-corp-demands-to-know-why-dan-andrews-didnt-stop-the-racist-cartoon-in-the-australian/,"
News Corp demands to know why Dan Andrews didn’t stop the racist cartoon in The Australian ",1
https://chaser.com.au/podcasts/the-chaser-report-ep-18-wet-ass-podcast/,"
The Chaser Report – Ep 18 – Wet Ass Podcast ",1
https://chaser.com.au/national/government-announces-university-students-who-fail-economics-will-be-fast-tracked-into-federal-cabinet/,"
Government announces university students who fail economics will be fast tracked into Federal Cabinet ",1
https://chaser.com.au/sport/nrl-star-faces-scrutiny-over-allegations-hes-been-in-respectful-monogamous-relationship/,"
NRL star faces scrutiny over allegations he’s been in respectful monogamous relationship ",1
https://chaser.com.au/world/white-house-fears-democrats-could-dig-up-trumps-old-offensive-tweets-from-monday-tuesday-wednesday-or-thursday/,"
White House fears Democrats could dig up Trump’s old tweets from Monday, Tuesday, Wednesday or Thursday ",1
https://chaser.com.au/national/morrison-in-talks-with-cricket-australia-to-end-pandemic/,"
Morrison in talks with Cricket Australia to end pandemic ",1
https://chaser.com.au/national/professional-psychic-fails-to-predict-today-show-would-cut-off-her-mic/,"
Professional psychic fails to predict Today show would cut off her mic ",1
https://chaser.com.au/national/covid-wins-over-liberal-party-by-moving-to-potts-point/,"
Covid wins over Liberal Party by moving to Potts Point ",1
https://chaser.com.au/national/police-forced-to-release-all-criminals-after-learning-they-do-not-consent-to-being-arrested/,"
Police forced to release all criminals after learning they do not consent to being arrested ",1
https://chaser.com.au/national/blm-protestors-forget-to-declare-they-are-living-woman/,"
BLM protestors arrested after forgetting to declare they are a “Living Woman” ",1
https://chaser.com.au/national/man-fined-for-making-the-mistake-of-not-being-a-rich-celebrity-who-is-exempt-from-the-rules/,"
Man fined for making the mistake of not being a rich celebrity who is exempt from the rules ",1
https://chaser.com.au/national/cctv-tracks-your-every-move-says-anti-masker-who-can-be-easily-tracked-because-shes-not-wearing-a-mask/,"
CCTV tracks your every move, says anti-masker who can be easily tracked because she’s not wearing a mask ",1
https://chaser.com.au/national/greg-from-facebook-shocked-to-learn-most-products-strive-to-not-have-racist-names/,"
Greg from Facebook shocked to learn most products strive to not have racist names ",1
https://chaser.com.au/world/i-am-being-silenced-claims-most-published-woman-alive/,"
“I am being silenced!” claims most published woman alive ",1
https://chaser.com.au/national/travellers-from-victoria-checked-to-make-sure-they-can-shut-the-fuck-up-about-laneways-for-five-minutes/,"
Travellers from Victoria screened to make sure they can shut the fuck up about ‘laneways’ for five minutes ",1
https://chaser.com.au/world/prince-andrew-devastated-to-discover-he-bought-airline/,"
Prince Andrew devastated to discover he bought airline ",1
https://chaser.com.au/national/contractors-guarding-melbourne-quarantine-hotels-organise-huge-party-to-say-sorry-for-second-wave/,"
Contractors guarding Melbourne quarantine hotels organise huge party to say sorry for second wave ",1
https://chaser.com.au/national/pauline-hanson-launches-new-line-of-face-masks-to-combat-covid/,"
Pauline Hanson launches new line of face masks to combat COVID ",1
https://chaser.com.au/national/channel-nine-shocked-to-learn-nations-most-prominent-white-supremacist-might-be-a-bit-racist/,"
Channel Nine shocked to learn nation’s most prominent white supremacist might be a bit racist ",1
https://chaser.com.au/national/dan-andrews-is-a-dictator-bemoans-man-who-can-vote-for-someone-else-at-next-election-without-repercussion/,"
‘Dan Andrews is a dictator!’ bemoans man who can vote for someone else at next election without repercussion ",1
https://chaser.com.au/podcasts/the-chaser-report-ep-17-a-message-from-professor-trump/,"
The Chaser Report – Ep 17 – A message from Professor Trump ",1
https://chaser.com.au/entertainment/western-sydney-rap-crew-confirms-masks-have-been-mandatory-since-2017/,"
Western Sydney rap crew confirms masks have been mandatory since 2017 ",1
https://chaser.com.au/general-news/being-called-a-karen-is-the-worst-thing-ive-ever-experienced-says-woman-coming-to-creeping-realisation/,"
‘Being called a Karen is the worst thing I’ve ever experienced’ says woman coming to creeping realisation ",1
https://chaser.com.au/world/news-corp-columnists-rejoice-at-new-zealands-covid-19-resurgence/,"
News Corp columnists rejoice at New Zealand’s COVID-19 resurgence ",1
https://chaser.com.au/page/61/?s,,1
https://chaser.com.au/page/59/?s,,1
https://chaser.com.au/national/masks-make-it-hard-to-breathe-complains-woman-wholl-soon-need-a-machine-to-breathe/,"
“Masks make it hard to breathe!” complains woman who’ll soon need a machine to breathe ",1
https://chaser.com.au/national/new-baby-boom-treasurer-tells-nation-to-get-fucked/,"
New Baby Boom: Treasurer tells nation to get fucked ",1
https://chaser.com.au/page/64/?s,,1
https://chaser.com.au/page/62/?s,,1
https://chaser.com.au/podcasts/the-chaser-report-ep-14-is-this-podcast-cake/,"
The Chaser Report – Ep 14 – Is this podcast cake? ",1
https://chaser.com.au/national/mal-meninga-praises-kanye-wests-political-longevity/,"
Mal Meninga praises Kanye West’s political longevity ",1
https://chaser.com.au/page/67/?s,,1
https://chaser.com.au/page/65/?s,,1
https://chaser.com.au/national/man-fined-for-dipping-into-super-forced-to-dip-into-super-to-pay-fine/,"
Man fined for dipping into super forced to dip into super to pay fine ",1
https://chaser.com.au/page/62/?s,,1
https://chaser.com.au/page/60/?s,,1
https://chaser.com.au/national/government-back-in-surplus-after-covidsafe-introduces-loot-boxes/,"
Government back in surplus after CovidSafe introduces loot boxes ",1
https://chaser.com.au/national/kfc-customer-unsure-if-diarrhea-is-covid-19-or-just-the-chicken/,"
KFC customer unsure if diarrhea is Covid-19 or just the chicken ",1
https://chaser.com.au/general-news/indigenous-group-apologise-after-accidentally-blowing-up-rio-tintos-headquarters/,"
Indigenous group apologise after accidentally blowing up Rio Tinto’s headquarters ",1
https://chaser.com.au/national/star-city-files-for-bankrupcy-following-5000-fine/,"
Star City files for bankrupcy following $5000 fine ",1
https://chaser.com.au/national/australia-post-finally-delivers-palace-letters-after-45-years/,"
Australia Post finally delivers palace letters after 45 years ",1
https://chaser.com.au/world/masks-make-it-hard-to-breathe-whinges-man-wholl-soon-need-a-machine-to-breathe-for-him/,"
“Masks make it hard to breathe!” whinges man who’ll soon need a machine to breathe for him ",1
https://chaser.com.au/national/barnaby-joyce-announces-career-change-to-become-a-melbourne-security-guard/,"
Barnaby Joyce announces career change to become a Melbourne security guard ",1
https://chaser.com.au/page/66/?s,,1
https://chaser.com.au/national/china-to-simply-buy-up-australias-missiles-if-they-ever-make-one-that-works/,"
China to simply buy up Australia’s missiles if we ever make one that works ",1
https://chaser.com.au/world/john-howard-releases-character-reference-for-ghislaine-maxwell/,"
John Howard releases glowing character reference for Ghislaine Maxwell ",1
https://chaser.com.au/national/morrison-announces-jobkeeper-will-downgrade-to-3-hugs-a-day-from-september/,"
Morrison announces JobKeeper will downgrade to 3 hugs a day from September ",1
https://chaser.com.au/general-news/uncovered-explosive-new-palace-letter-of-queen-asking-kerr-for-lawnmower-back/,"
UNCOVERED: Explosive new palace letter of Queen asking Kerr for her lawnmower back ",1
https://chaser.com.au/podcasts/the-chaser-report-ep-15-the-1600-butter-chicken/,"
The Chaser Report – Ep 15 – The $1600 Butter Chicken ",1
https://chaser.com.au/page/64/?s,,1
https://chaser.com.au/general-news/obituary-ghislaine-maxwell-1961-next-week/,"
Obituary: Ghislaine Maxwell (1961-next week) ",1
https://chaser.com.au/world/ghislaine-maxwell-placed-under-strict-23-hour-a-day-surveillance/,"
Ghislaine Maxwell placed under strict 23 hour surveillance ",1
https://chaser.com.au/world/royal-family-says-sorry-to-meghan-markle-offers-free-driving-tour-of-paris/,"
Royal Family says sorry to Meghan Markle, offers free driving-tour of Paris ",1
https://chaser.com.au/podcasts/the-chaser-report-episode-12-the-melbourne-international-covidy-festival/,"
The Chaser Report – Episode 12 – The Melbourne International Covidy Festival ",1
https://chaser.com.au/national/balmain-harris-farm-shopper-always-suspected-woolies-plebs-were-diseased/,"
Balmain Harris Farm shopper always suspected Woolies plebs were diseased ",1
https://chaser.com.au/national/abc-announces-intercontinental-ballistic-missile-program/,"
ABC announces intercontinental ballistic missile program ",1
https://chaser.com.au/general-news/good-news-at-last-for-victorians-after-being-granted-valid-excuse-not-to-visit-queensland/,"
Good news at last for Victorians after being told they can’t visit Queensland ",1
https://chaser.com.au/national/perth-man-not-so-keen-on-clubs-reopening-after-paying-25-for-shot-of-jim-beam/,"
Perth man not so keen on clubs reopening after paying $25 for shot of Jim Beam ",1
https://chaser.com.au/general-news/government-releases-2-in-1-barnaby-mask-that-repels-both-virus-and-women/,"
Government releases 2-in-1 ‘Barnaby Mask’ that repels both virus and women ",1
https://chaser.com.au/billions/,"
How to Make Your First Billion Writing Satirical Comedy ",1
https://chaser.com.au/world/america-beginning-to-suspect-it-might-not-actually-be-greatest-country-on-earth/,"
America beginning to suspect it might not actually be greatest country on earth ",1
https://chaser.com.au/general-news/nbn-user-worried-after-hearing-about-upcoming-wave-of-a-new-virus-called-covid-19/,"
NBN user worried after hearing about upcoming wave of a new virus called “Covid 19” ",1
https://chaser.com.au/world/zuckerberg-locked-out-of-facebook-after-repeatedly-failing-robot-test/,"
Zuckerberg locked out of Facebook after repeatedly failing robot test ",1
https://chaser.com.au/national/andrew-bolt-drowns-after-refusing-to-wear-unscientific-scuba-mask/,"
Andrew Bolt drowns after refusing to wear “unscientific” scuba mask ",1
https://chaser.com.au/general-news/i-dont-want-to-risk-infecting-sharkies-fans-by-needlessly-going-to-work-explains-morrison/,"
Morrison explains Parliament shutdown – “I don’t want to risk infecting the Sharkies” ",1
https://chaser.com.au/page/65/?s,,1
https://chaser.com.au/world/trump-bans-testing-in-schools-in-order-to-wipe-out-bad-grades/,"
Trump bans testing in schools in order to wipe out illiteracy ",1
https://chaser.com.au/world/350-billion-people-attend-trump-rally/,"
350 billion people attend Trump rally ",1
https://chaser.com.au/page/68/?s,,1
https://chaser.com.au/page/66/?s,,1
https://chaser.com.au/page/63/?s,,1
https://chaser.com.au/national/party-consistently-on-the-wrong-side-of-history-moves-to-cut-it-from-uni/,"
Party consistently on the wrong side of history moves to cut it from Uni ",1
https://chaser.com.au/national/an-important-message-to-the-staff-and-students-of-chaser-university/,"
An Important Message to the Staff and Students of Chaser University ",1
https://chaser.com.au/national/cyber-attack-thwarted-by-nbn-outage/,"
Cyber attack thwarted by NBN outage ",1
https://chaser.com.au/general-news/sky-news-apologises-for-blatant-racism-and-reassures-fans-it-will-happen-again/,"
News Corp apologise for blatant racism and reassure fans “it will happen again” ",1
https://chaser.com.au/general-news/unilever-writes-long-ranting-post-accusing-boyfriend-of-cheating-before-deleting-entire-facebook-account/,"
Unilever writes long ranting post accusing boyfriend of cheating before deleting entire Facebook account ",1
https://chaser.com.au/general-news/coca-cola-to-boycott-facebook-but-still-check-it-occasionally-using-girlfriends-login/,"
Coca-Cola to boycott Facebook (but will still check it occasionally using girlfriend’s login) ",1
https://chaser.com.au/general-news/victoria-agrees-to-be-51st-state-of-usa-immediately-becomes-best-performing-state-in-the-country/,"
Victoria agrees to be 51st state of USA: immediately becomes ‘best performing state in the country’ ",1
https://chaser.com.au/national/australia-is-under-attack-by-state-based-actor-universities-targeted/,"
Australia is under attack by state-based actor: universities targeted ",1
https://chaser.com.au/podcasts/the-chaser-report-episode-10-meet-the-prickers/,"
The Chaser Report – Episode 10 – Meet the Prickers ",1
https://chaser.com.au/world/prince-andrew-statue-fast-tracked/,"
Prince Andrew statue fast-tracked ",1
https://chaser.com.au/general-news/south-australian-premier-reveals-border-has-been-open-for-months-but-no-one-noticed/,"
South Australian Premier reveals border has been open for months but no one noticed ",1
https://chaser.com.au/general-news/facebook-reports-mass-deletion-of-bad-taste-staff-party-2008-photo-albums/,"
Facebook reports mass deletion of ‘Bad Taste Staff Party 2008’ photo albums ",1
https://chaser.com.au/world/trumps-niece-hides-revelations-from-him-by-putting-them-in-a-book/,"
Trump’s niece hides revelations from him by putting them in a book ",1
https://chaser.com.au/podcasts/the-chaser-report-episode-11-melbourne-we-had-the-second-wave-first/,"
The Chaser Report – Episode 11 – Melbourne: ‘We had the second wave first’ ",1
https://chaser.com.au/general-news/fitzroy-hipster-preferred-the-original-coronavirus/,"
Fitzroy hipster ‘preferred the original coronavirus’ ",1
https://chaser.com.au/world/american-government-cures-all-cancer-by-not-testing-for-it/,"
American government cures all cancer by not testing for it ",1
https://chaser.com.au/national/government-sets-up-royal-commission-into-anyone-who-john-howard-ever-called-a-good-bloke/,"
Government sets up royal commission into anyone who John Howard ever called a good bloke ",1
https://chaser.com.au/national/getting-offended-by-lolly-names-is-ridiculous-says-man-offended-by-changing-lolly-names/,"
‘Getting Offended By Lolly Names Is Ridiculous’ Says Man Offended By Changing Lolly Names ",1
https://chaser.com.au/page/69/?s,,1
https://chaser.com.au/page/70/?s,,1
https://chaser.com.au/page/68/?s,,1
https://chaser.com.au/page/67/?s,,1
https://chaser.com.au/national/liberal-party-removed-from-television-due-to-racist-characters/,"
Calls for Liberal Party to be removed from television due to racist characters ",1
https://chaser.com.au/national/not-our-fault-slavery-wasnt-taught-in-school-says-party-that-actively-fought-against-teaching-about-slavery-in-schools/,"
“Not our fault slavery wasn’t taught in school” says party that fought against teaching that in schools ",1
https://chaser.com.au/national/just-give-us-an-icac-scott-begs-nation-going-through-its-16th-major-political-scandal-in-12-months/,"
“Just give us an ICAC Scott” begs nation going through its 16th political scandal in 12 months ",1
https://chaser.com.au/world/churchill-only-racist-by-the-standards-of-whether-someone-is-racist/,"
Churchill only racist by the standards of whether someone is racist ",1
https://chaser.com.au/general-news/pauline-hanson-bill-fails-after-she-insists-on-only-using-white-ink/,"
Pauline Hanson bill fails after she insists on only using white ink ",1
https://chaser.com.au/national/police-cutbacks-take-effect-organised-crime-plummets/,"
Police cutbacks take effect: Organised crime plummets ",1
https://chaser.com.au/general-news/government-backs-removing-cook-statue-after-learning-he-came-here-by-boat/,"
Government backs removing Cook statue after learning he came here by boat ",1
https://chaser.com.au/general-news/demolition-firm-saves-millions-telling-bhp-theres-sacred-sites-under-buildings/,"
Demolition firm saves millions telling BHP there’s sacred sites under buildings ",1
https://chaser.com.au/general-news/busker-thrown-in-lake-after-convincingly-imitating-statue/,"
Busker thrown in lake after convincingly imitating statue ",1
https://chaser.com.au/podcasts/the-chaser-report-episode-9-may-i-take-your-order-of-australia/,"
The Chaser Report – Episode 9 – May I take your order (of Australia)? ",1
https://chaser.com.au/national/cook-statue-dilemma-solved-after-rio-tinto-accidentally-blow-it-up/,"
Cook statue dilemma solved after Rio Tinto accidentally blow it up ",1
https://chaser.com.au/general-news/morrison-burns-down-cook-statue-after-learning-about-australias-history-of-slavery/,"
Morrison burns down Cook statue after learning about Australia’s history of slavery ",1
https://chaser.com.au/entertainment/cookie-monster-under-fire-for-aligning-with-bluelivesmatter-movement/,"
Cookie Monster under fire for aligning with #bluelivesmatter movement ",1
https://chaser.com.au/national/abc-relocates-to-marginal-electorate-in-hopes-to-get-money-from-the-government/,"
ABC relocates to marginal electorate in hopes to get money from the government ",1
https://chaser.com.au/general-news/struggling-boomer-spending-homebuilder-grant-on-conservatory-for-his-conservatory/,"
Struggling boomer spending HomeBuilder grant on conservatory for his conservatory ",1
https://chaser.com.au/world/lawmakers-bravely-protest-against-themselves-in-hopes-that-someone-will-change-the-laws/,"
Lawmakers bravely protest against themselves in hopes that someone will change the laws ",1
https://chaser.com.au/national/australian-government-reassures-chinese-tourists-dont-worry-were-racist-to-everyone/,"
Australian Government reassures Chinese tourists: ‘Don’t worry, we’re racist to everyone’ ",1
https://chaser.com.au/general-news/chris-lilley-considering-sneaking-back-onto-netflix-in-disguise/,"
Chris Lilley attempts to sneak back onto Netflix after donning genius disguise ",1
https://chaser.com.au/national/tradie-renovation-grants-to-be-paid-directly-into-queen-of-the-nile/,"
Government streamlines stimulus by paying tradie grants directly into Queen of the Nile ",1
https://chaser.com.au/page/71/?s,,1
https://chaser.com.au/page/69/?s,,1
https://chaser.com.au/national/chaser-to-close-shop-after-abbott-given-order-of-australia-for-indigenous-work/,"
Chaser to close shop after Abbott given Order of Australia for Indigenous work ",1
https://chaser.com.au/page/72/?s,,1
https://chaser.com.au/page/70/?s,,1
https://chaser.com.au/general-news/theres-no-money-for-healthcare-says-nation-where-every-cop-has-a-rocket-launcher/,"
“There’s no money for healthcare” says nation where every cop has a rocket launcher ",1
